question,question_sub,answer,answer_sub,ef_factor,category_id,created_at,modified_at
래딕스는 안정적인가요?,Is radix sort stable?,네.,Yes.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
래딕스 정렬의 알고리즘 time complexity는 무엇인가요?,What is the algorithmic time complexity of radix sort?,O(숫자),O(digits),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
모든 비교 기반 정렬은 어떤 복잡성에 의해 제한되나요?,All comparison-based sorting is bounded by what complexity?,오메가(n 로그 n),Omega(n log n),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
정점 u에서 정점 v로 향하는 모든 방향의 간선 uv에 대해 순서대로 u가 v보다 먼저 오는 방향 그래프의 선형 순서를 뭐라고 부르나요?,"What do you call a linear ordering of a directed graph of its vertices such that for every directed edge uv from vertex u to vertex v, u comes before v in the ordering?",위상 정렬,Topological sort,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
위상 정렬을 수행하는 데 좋은 방법은 무엇인가요?,What is a good method for performing a topological sort?,"1. 각 노드에 대한 차수 내 계산. O(v + e)
2. 0을 통과하여 대기열에 추가하세요.
3. 대기열에 있는 각 항목에 대해 각 연결을 살펴보고, 각 항목의 차수가 0에 도달하면 대기열에 추가하고 반복합니다.","1. Calculate in-degree for each node. O(v + e)
2. Go through 0s, add to queue.
3. For each item in queue, look at each connection, and decrement in-degree of each, if they got to 0, add to queue, repeat.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
그래프의 모든 노드에 걸쳐 있는 가능한 트리는 몇 개인가요?,How many possible trees are there that span all nodes in a graph?,4^n,4^n,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인접 행렬에서 Prim 알고리즘의 time complexity는 얼마인가요?,What is the time complexity of Prim's algorithm on an adjacency matrix?,O(v^2),O(v^2),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인접 목록과 이진 힙에서 Prim 알고리즘의 time complexity는 얼마인가요?,What is the time complexity of Prim's algorithm on an adjacency list and a binary heap?,"O(로그 v)
다음에서 파생됨:
O((e + v) log v)","O(e log v)
derived from:
O((e + v) log v)",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인접 목록과 피보나치 힙에서 Prim 알고리즘의 time complexity는 얼마인가요?,What is the time complexity of Prim's algorithm on an adjacency list and a Fibonacci heap?,O(e + v log v),O(e + v log v),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
크루스칼 알고리즘의 time complexity는 얼마인가요?,What is the time complexity of Kruskal's algorithm?,"O(E 로그 V)
또는
O(e log e + e α(v) + v)","O(E log V)
or
O(e log e + e α(v) + v)",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
크루스칼의 알고리즘은 무엇인가요?,What is Kruskal's algorithm?,"크루스칼의 알고리즘은 최소 스패닝 트리 알고리즘으로, 숲의 두 트리를 연결하는 최소 가중치의 엣지를 찾습니다. 이 알고리즘은 연결된 가중치 그래프에 대해 각 단계에서 비용 증가 호를 추가하는 최소 스패닝 트리를 찾기 때문에 그래프 이론에서 탐욕스러운 알고리즘입니다. 즉, 트리의 모든 엣지의 총 가중치가 최소화되는 모든 정점을 포함하는 트리를 구성하는 엣지의 하위 집합을 찾습니다. 그래프가 연결되지 않은 경우 최소 스패닝 포레스트(연결된 각 구성 요소에 대한 최소 스패닝 트리)를 찾습니다.","Kruskal's algorithm is a minimum-spanning-tree algorithm which finds an edge of the least possible weight that connects any two trees in the forest. It is a greedy algorithm in graph theory as it finds a minimum spanning tree for a connected weighted graph adding increasing cost arcs at each step. This means it finds a subset of the edges that forms a tree that includes every vertex, where the total weight of all the edges in the tree is minimized. If the graph is not connected, then it finds a minimum spanning forest (a minimum spanning tree for each connected component).",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
연결된 구성 요소의 수를 어떻게 찾을 수 있나요?,How can you find the number of connected components?,"각 노드에 대해:
  노드가 아직 방문하지 않은 경우 구성 요소 수를 늘리고 DFS를 수행합니다.","For each node:
  if node not yet visited, increment component count and do DFS.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
DFS를 사용하여 위상 정렬을 어떻게 얻을 수 있나요?,How can you get a topological sort with DFS?,"DFS를 수행하고 각 노드가 완료로 표시되면 노드를 목록에 추가합니다.
목록을 뒤집으세요.","Do a DFS, and when each node is being marked as complete, add node to a list.
Reverse the list.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
DFS와의 주기를 어떻게 확인할 수 있나요?,How can you check for a cycle with DFS?,"각 이웃 노드에 대해:
방문한 것으로 표시되지 않고 부모가 아닌 경우 DFS
그렇지 않으면 주기입니다","for each neighbor node:
if not marked as visited (and is not parent) then DFS
else it's a cycle",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
그래프의 강하게 연결된 구성 요소를 어떻게 얻을 수 있나요?,How can you get the strongly connected components of a graph?,"1. DFS - 각 노드의 완료 시간 계산
2. 그래프의 가장자리를 뒤집습니다
3. 역 그래프의 노드에서 완료 시간의 역순으로 DFS를 호출합니다.","1. DFS - calculate the finish times for each node
2. Reverse the edges in the graph
3. Call DFS on nodes in reverse graph in reverse order of finishing times.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인접 행렬로 표시된 방향 그래프의 가장자리를 어떻게 되돌리나요?,How do you reverse the edges in a directed graph represented as an adjacency matrix?,"행렬을 전치하면 [i, j]가 [j, i]가 됩니다","Transpose the matrix, so [i, j] becomes [j, i]",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
DAG에서 가장 짧은 경로를 어떻게 찾을 수 있나요?,How can you find the shortest path on a DAG?,"1. 위상 정렬
2. 위상 정렬을 따르고 편안한 가장자리를 유지합니다","1. Topological sort
2. follow the topological sort, relaxing edges",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
가중 DAG에서 가장 긴 경로를 찾는 방법은 무엇인가요?,How to find the longest path on a weighted DAG?,"1. 모든 모서리를 음의 무게로 설정하세요.
2. 위상 정렬 
3. 위상 정렬을 따르고 편안한 가장자리를 유지합니다","1. Set all edges to their negative weight.
2. Topological sort 
3. follow the topological sort, relaxing edges",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
그래프의 지름은 얼마인가요?,What is the diameter of a graph?,"가장 먼 노드 중 가장 짧은 경로입니다. 즉, 정점 쌍 사이의 가장 큰 거리입니다. 그래프의 지름을 구하려면 먼저 각 정점 쌍 사이의 최단 경로를 구합니다. 이러한 경로 중 가장 long long는 그래프의 지름입니다.","The shortest path of the farthest nodes. That is, it is the greatest distance between any pair of vertices. To find the diameter of a graph, first find the shortest path between each pair of vertices. The greatest length of any of these paths is the diameter of the graph.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
어떤 조건에서 지크스트라의 알고리즘을 사용할 수 없나요?,Under what condition can you not use Djikstra's algorithm?,그래프에 음의 간선이 포함된 경우. 무한히 순환하는 사이클을 일으킬 수 있습니다.,When the graph contains a negative edge. Can cause a cycle that will be traversed infinitely.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"간단히 말해서, 크루스칼의 알고리즘은 어떻게 작동하나요?","In plain words, how does Kruskal's algorithm work?","1. 집합 T를 생성하고 결과를 위한 목록 만들기
2. G의 모든 간선 목록 만들기
3. 가장자리를 최소부터 최대까지 무게별로 정렬합니다.
4. 모서리를 정렬된 순서대로 반복합니다.
5. 각 간선마다 u와 v가 T에 속하지 않으면 u와 v를 T에 더하고, 결과 목록에 간선을 추가하세요.","1. Create a set T and list for result
2. Make a list of all edges in G
3. Sort edges by weight, from least to greatest.
4. Iterate edges in sorted order.
5. For each edge, if u and v are not in T, add u and v to T, and add edge to result list.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
가장 동적인 프로그래밍 문제는 무엇으로 표현할 수 있나요?,What can most dynamic programming problems be expressed as?,DAG에서 최단 경로를 찾습니다. 이렇게 공식화하면 선형 또는 선형 산술 시간 내에 해결할 수 있습니다.,Finding the shortest path in a DAG. Formulating it this way ensures you can solve it in linear or linearithmic time.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
텍스트 정당화 문제에서 선의 불량성을 측정하는 데 사용할 수 있는 지표는 무엇인가요?,What metric can you use to measure the badness of a line in a text justification problem?,"(페이지 너비 - 텍스트 너비)^3
선의 심각도의 합을 최소화하세요.","(page width - text width)^3
Minimize the sum of the badness of the lines.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
그래프가 2색인지 어떻게 알 수 있나요?,How can you tell if a graph is 2-colorable?,이분법적이라면. 모든 나무는 이분법적입니다.,If it's bipartite. All trees are bipartite.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
재귀 중에 베이스 케이스가 너무 많을 때 그것을 뭐라고 부르나요?,What is it called when you have too many base cases in your recursion?,팔 길이 재귀,arm's length recursion,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
재귀의 기본 사례는 무엇인가요?,What is the base case of a recursion?,가장 작은 하위 문제에 대한 해결책을 제시하는 데 필요한 코드입니다.,The code required to give the solution to the smallest subproblem.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
n 선택 k의 공식은 무엇인가요?,What is the formula for n choose k?,n! / k!(n - k)!,n! / k!(n - k)!,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
동적 프로그래밍은 어떤 종류의 문제에 가장 적합한가요?,What kinds of problems is dynamic programming best suited for?,"- 왼쪽에서 오른쪽 시퀀스 최적화(strings, 배열로서의 트리 노드, 순열)
- 결과를 저장하면서 모든 가능성을 검색하여 다시 계산하지 않도록 합니다","- optimizing left to right sequences (strings, tree nodes as array, permutations)
- search all possibilities while storing results to avoid recomputing",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
n 선택이란 무엇인가요?,What is n choose n?,1,1,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
n 선택 1이란 무엇인가요?,What is n choose 1?,n,n,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
n 선택 0이란 무엇인가요?,What is n choose 0?,1,1,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
플로이드-워샬 알고리즘이란 무엇인가요?,What is the Floyd-Warshall algorithm?,플로이드-워샬 알고리즘은 양의 또는 음의 에지 가중치를 가진 가중 그래프에서 최단 경로를 찾기 위한 동적 프로그래밍 알고리즘입니다(음의 사이클은 없지만).,The Floyd–Warshall algorithm is a dynamic programming algorithm for finding shortest paths in a weighted graph with positive or negative edge weights (but with no negative cycles).,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
베이즈의 규칙(공식)은 무엇인가요?,What is the Bayes' rule (formula)?,P(A|B) = (P(B|A) * P(A)) / P(B),P(A|B) = (P(B|A) * P(A)) / P(B),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
P(A|B)를 어떻게 계산하시겠습니까?,How would you calculate P(A|B)?,P(A and B) / P(B),P(A and B) / P(B),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
P(A와 B)를 어떻게 계산하시겠습니까?,How would you calculate P(A and B)?,P(A) * P(B),P(A) * P(B),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
P(A 또는 B)를 어떻게 계산하시겠습니까?,How would you calculate P(A or B)?,P(A) + P(B) - P(AB),P(A) + P(B) - P(AB),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
P(A와 B)를 쓰는 또 다른 방법은 무엇인가요?,What's another way to write P(A and B)?,P(AB),P(AB),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
마르코프 연쇄란 무엇인가요?,What is a Markov chain?,마르코프 연쇄는 확률로 표시된 전이로 연결된 상태로 구성됩니다. 상태는 반드시 단어일 필요는 없습니다. 어떤 상태든 나타낼 수 있습니다.,A Markov chain consists of states linked by transitions labeled with probabilities. The states do not have to be words. They could represent any state.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
이진 검색을 사용하여 제곱근(n)을 계산하는 함수를 작성하세요.,Write a function that computes the sqrt(n) using binary search.,어떻게?,How?,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
What is P(A|A)?,What is P(A|A)?,1,1,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
n개의 버킷을 해싱할 때 충돌이 예상되는 항목은 몇 개인가요?,At how many items should you expect a collision when hashing among n buckets?,sqrt(n)에서 확률은 1/2입니다,At sqrt(n) the probability is 1/2,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
What is n/n^2?,What is n/n^2?,1/n,1/n,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
P(! B )란 무엇인가요?,What is the P( ! B ) ?,1 - P(B),1 - P(B),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
3번의 플립 중 최소 1H의 확률은 얼마인가요?,What is the probability of at least 1 H in 3 flips?,1 - P(TTT) = 1 - 1/8 = 7/8,1 - P(TTT) = 1 - 1/8 = 7/8,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
공정한 동전을 사용하면 4번의 동전 던지기에서 정확히 1H를 얻을 확률은 얼마인가요?,"With a fair coin, what is the probability of getting exactly 1 H in 4 flips?",P(HTTT) + P(THTT) + P(TTHT) + P(TTTH) = 1/16 + 1/16 + 1/16 + 1/16 = 4/16 = 1/4,P(HTTT) + P(THTT) + P(TTHT) + P(TTTH) = 1/16 + 1/16 + 1/16 + 1/16 = 4/16 = 1/4,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
공정한 동전을 사용하면 n번의 플립에서 정확히 k H를 얻을 확률은 얼마인가요?,"With a fair coin, what is the probability of getting exactly k H in n flips?",(n choose k)/2^n,(n choose k)/2^n,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"대부분의 의사 결정 문제(P, Exp, R, 외부 R)는 어떤 영역에 있나요?","In what domain are most decision problems (P, Exp, R, outside R)?",외부 R - 계산할 수 없습니다,Outside R - they are uncomputable,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
문제가 NP-난해하다는 것은 무엇을 의미하나요?,What does it mean when a problem is NP-Hard?,NP의 다른 어떤 문제만큼이나 어렵습니다. NP-Hard의 모든 문제 Y가 X로 축소되면 문제 X는 NP-Hard입니다.,It is as hard as any other problem in NP. A problem X is NP-Hard if every problem Y in NP-Hard reduces to X.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
문제 A를 문제 B로 축소한다는 것은 무엇을 의미하나요?,What does it mean to reduce a problem A to a problem B?,입력을 알고리즘 A로 변환하여 알고리즘 B로 변환하면 A에 대한 답을 얻을 수 있습니다.,"Converting the input to algorithm A into input into algorithm B, providing an answer for A.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"""3D 매칭""은 NP-완전인가요?","Is ""3-D matching"" NP-Complete?",네.,Yes,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"""트리플 컬러링은 그래프"" NP-완전인가요?","Is ""triple coloring a graph"" NP-Complete?",네.,Yes,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"""두 가지 색칠은 그래프""는 NP-완전인가요?","Is ""two coloring a graph"" NP-Complete?",아니요.,No,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"""부분 집합 합""이 NP-완전인가요?","Is ""subset sum"" NP-Complete?",네.,Yes,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"""빈 패킹""은 NP-완전인가요?","Is ""bin packing"" NP-Complete?",네.,Yes,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"""정점 덮개""는 NP-완전인가요?","Is ""vertex cover"" NP-Complete?",네.,Yes,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"""세트 커버""는 NP-완전인가요?","Is ""set cover"" NP-Complete?",네.,Yes,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
NP-완전 문제 몇 가지를 말해보세요.,Name some NP-Complete problems.,"- tsp
- 배낭 문제(decision 문제)
- 만족 가능성
- 3D 매칭
- 삼색화
- 부분 합
- 직사각형 포장
- 쓰레기통 포장
- 정점 덮개
- 표지 설정","- tsp
- knapsack problem (decision problem)
- satisfiability
- 3D matching
- tricoloring
- subset sum
- rectangle packing
- bin packing
- vertex cover
- set cover",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
대략적인 여행 세일즈맨을 하는 한 가지 방법은 무엇인가요?,What is one way of doing approximate traveling salesman?,"정점을 루트로 선택하세요.
MST를 구축하세요.
사전 주문 트래버스를 수행하고 노드를 H에 저장합니다.
반환 H (해밀토니안 사이클)","Select a vertex as root.
Build a MST.
Do a preorder traversal, store nodes in H.
Return H (a Hamiltonian cycle)",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
GC 멈춤으로 고통받는 것은 무엇인가요?,What suffers from GC pauses?,"- 서버와 같은 장기적인 프로세스
- 비디오 처리와 같은 실시간 애플리케이션","- long-running processes like servers
- real-time applications like video processing",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
링크된 목록으로 LRU 캐시를 구현하려면 어떻게 해야 하나요?,How can an LRU cache be implemented with a linked list?,"항목에 접근하면 목록의 맨 앞으로 이동합니다.
후행 항목은 새 항목으로 덮어쓰거나 제거할 수 있습니다.","When an item is accessed, it moves to the head of the list.
The trailing items can be overwritten with new items, or removed.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
DRAM 셀 데이터는 얼마나 자주 다시 작성되나요?,How often are DRAM cells data rewritten?,매 10ms마다.,Every 10ms.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
스카이레이크 건축은 어떤 모습인가요?,What does Skylake architecture look like?,"스카이레이크: 

L1 데이터 캐시 = 32KB, 64 B/라인, 8-WAY. 캐시 웨이당 64개의 캐시 라인
L1 명령어 캐시 = 32KB, 64 B/라인, 8-WAY. 캐시 웨이당 64개의 캐시 라인
L2 캐시 = 256KB, 64B/라인, 4-WAY
L3 캐시 = 8MB, 64B/라인, 16-WAY","Skylake: 

L1 Data cache = 32 KB, 64 B/line, 8-WAY. 64 cache lines per cache way
L1 Instruction cache = 32 KB, 64 B/line, 8-WAY. 64 cache lines per cache way
L2 cache = 256 KB, 64 B/line, 4-WAY
L3 cache = 8 MB, 64 B/line, 16-WAY",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
TLB란 무엇인가요?,What is a TLB?,"번역 룩어사이드 버퍼(TLB)는 메모리 관리 하드웨어가 가상 주소 번역 속도를 향상시키기 위해 사용하는 캐시입니다. 대부분의 데스크톱, 노트북 및 서버 프로세서는 메모리 관리 하드웨어에 하나 이상의 TLB를 포함하며, 이는 거의 항상 호출되거나 분할된 가상 메모리를 사용하는 모든 하드웨어에 존재합니다.","A translation lookaside buffer (TLB) is a cache that memory management hardware uses to improve virtual address translation speed. The majority of desktop, laptop, and server processors includes one or more TLBs in the memory management hardware, and it is nearly always present in any hardware that utilizes paged or segmented virtual memory.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
직접 매핑 또는 집합 연관 캐시에서 캐시 크기의 특별한 점은 무엇인가요?,"In a direct mapped or set associative cache, what is special about the cache size?",주 메모리는 페이지로 나뉘며 메모리 페이지는 캐시 웨이 크기에 직접 매핑됩니다. 따라서 캐시 페이지의 항목은 8방향 연관 캐시의 8가지 캐시 웨이 중 하나에 매핑할 수 있습니다. 직접 매핑된 캐시에는 캐시 웨이가 하나만 있지만 동일한 방식으로 작동합니다.,"Main memory is divided into pages, and a memory page maps directly to the cache way size. So an item in a cache page can be mapped to any one of 8 cache ways in an 8-way associative cache. A direct mapped cache simply has one cache way, but it works the same way.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
SHA1은 몇 비트를 생성하나요?,How many bits does a SHA1 produce?,160,160,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
SHA2와 SHA3는 몇 비트를 생성하나요?,How many bits does a SHA2 and SHA3 produce?,224에서 512까지,224 to 512,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
우리가 항상 압축에서 찾고 있는 것은 글자인가요?,Is it always letters we are looking for in compression?,"아니요. 거의요.
우리는 문자가 아닌 이산 기호를 압축하려고 합니다. 단어가 몇 개 있다면 기호가 될 수 있습니다.
우리는 가장 긴 기호 사슬과 가장 낮은 엔트로피를 균형 있게 맞추려고 노력합니다.","No. Hardly.
We are looking to compress discrete symbols, not letters. If we have a few words, they could be symbols.
We try to balance longest chains of symbols and the lowest entropy.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
What is Zopfli?,What is Zopfli?,"Zopfli는 데이터를 DEFLATE, gzip, zlib 형식으로 인코딩하는 데이터 압축 소프트웨어입니다. 다른 DEFLATE/zlib 구현보다 더 높은 압축을 달성하지만, 압축을 수행하는 데 훨씬 더 오랜 시간이 걸립니다. 이 소프트웨어는 2013년 2월에 Google에 의해 처음 출시되었습니다.","Zopfli is data compression software that encodes data into DEFLATE, gzip and zlib formats. It achieves higher compression than other DEFLATE/zlib implementations, but takes much longer to perform the compression. It was first released in February 2013 by Google.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
중국의 나머지 정리는 무엇인가요?,What is the Chinese remainder theorem?,"정수 n의 나눗셈의 나머지를 여러 정수로 알고 있다면, 나눗셈이 쌍대 동치라는 조건 하에서 n의 나눗셈의 나머지를 이 정수들의 곱으로 유일하게 결정할 수 있습니다.","If one knows the remainders of the division of an integer n by several integers, then one can determine uniquely the remainder of the division of n by the product of these integers, under the condition that the divisors are pairwise coprime.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
2s 보체 양의 정수를 음수로 어떻게 변경하나요?,How do you change a 2s complement positive integer into a negative one?,모든 비트를 뒤집고 +1,Flip all bits and + 1,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
2s 보체 음의 정수를 양의 정수로 어떻게 변경하나요?,How do you change a 2s complement negative integer into a positive one?,모든 비트를 뒤집고 +1(반대 방향으로 가는 것과 동일),Flip all bits and + 1 (same as going the other way),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
스택은 어느 방향으로 성장하나요?,Which way does the stack grow?,낮은 메모리 주소까지.,Down to lower memory addresses.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
OO에서 다형성이란 무엇인가요?,What is polymorphism in OO?,"OO의 속성으로, 클래스에 따라 추상화 작업을 다양한 방식으로 수행할 수 있지만 인터페이스를 공유할 수 있습니다.
또한 이름은 같지만 서명이 다른 여러 메서드를 의미할 수도 있습니다.","A property of OO in which an abstraction operation may be performed in different ways in different classes, but share an interface.
Also can mean multiple methods of the same name but different signature.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
OO의 4가지 주요 원칙은 무엇인가요?,What are the 4 main tenets of OO?,"추상화
다형성
상속 
캡슐화

파이(acronym)","Abstraction
Polymorphism
Inheritance 
Encapsulation

a pie (acronym)",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
동적 바인딩이란 무엇인가요?,What is dynamic binding?,"동적 바인딩, 또는 동적 디스패치는 런타임에 프로시저 호출을 특정 코드 시퀀스(메소드)에 연결하는 과정입니다. 동적 바인딩은 레이트 바인딩 또는 런타임 바인딩이라고도 합니다. 동적 바인딩은 객체 지향 프로그래밍 개념으로 다형성 및 상속과 관련이 있습니다.","Dynamic binding, also called dynamic dispatch, is the process of linking procedure call to a specific sequence of code (method) at run-time. Dynamic binding is also known as late binding or run-time binding. Dynamic binding is an object oriented programming concept and it is related with polymorphism and inheritance.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
패키지란 무엇인가요?,What is a package?,클래스 그룹이 함께 묶여 있습니다.,A group of classes bundled together.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
OO에서 인터페이스란 무엇인가요?,What is an interface in OO?,추상적인 데이터 유형과 유사하지만 단순히 클래스의 예상 동작을 정의할 뿐 구현을 제안하지는 않습니다.,"Similar to an abstract data type, but simply defines the expected behaviors of a class, but does not suggest an implementation.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
프레임워크란 무엇인가요?,What is a framework?,일반화된 문제에 대한 일반적인 해결책을 구현하는 재사용 가능한 소프트웨어입니다. 문제 도메인의 근접 모델로 시간을 절약하고 구현자가 코딩한 세부 정보로 100%에 도달할 수 있습니다.,A reusable piece of software that implements a generic solution to a generalized problem. It saves time by being a close model of the problem domain and can reach 100% with details coded by the implementer.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
훅이란 무엇인가요?,What are hooks?,프레임워크의 일부는 호출되지만 아무것도 하지 않고 필요할 때 구현이 필요한 부분입니다.,"The portions of a framework that are called, but do nothing and require implementation when needed.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
서버란 무엇인가요?,What is a server?,다른 프로그램이 연결될 수 있도록 서비스를 제공하는 프로그램입니다.,A program that provides a service for other programs to connect to it.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
OCL이란 무엇인가요?,What is an OCL?,객체 제약 언어. 소프트웨어 모듈에서 제약 조건을 공식적으로 지정하도록 설계된 사양 언어입니다. OCL 표현식은 참으로 유지되어야 하는 시스템에 대한 논리적 사실을 지정합니다.,Object constraint language. A specification language designed to formally specify constraints in software modules. An OCL expression specifies a logical fact about the system that must remain true.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
책임 사슬 패턴이란 무엇인가요?,What is the Chain of Responsibility pattern?,요청을 처리할 수 있는 두 개 이상의 객체를 제공하여 요청 발신자를 수신자와 연결하지 않도록 합니다. 수신 객체를 체인으로 연결하고 객체가 요청을 처리할 때까지 체인을 따라 전달합니다.,Avoid coupling the sender of a request to its receiver by giving more than one object a chance to handle the request. Chain the receiving objects and pass the request along the chain until an object handles it.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
명령 패턴이란 무엇인가요?,What is the Command pattern?,"요청을 객체로 캡슐화하여 다양한 요청, 대기열 또는 로그 요청을 가진 클라이언트를 매개변수화하고 되돌릴 수 없는 작업을 지원할 수 있습니다.","Encapsulate a request as an object, thereby letting you parameterize clients with different requests, queue or log requests, and support undoable operations.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
요청을 처리할 수 있는 두 개 이상의 객체를 제공하여 요청 발신자를 수신자와 연결하지 않는 디자인 패턴은 무엇인가요?,What design pattern avoids coupling the sender of a request to its receiver by giving more than one object a chance to handle the request?,책임의 사슬,Chain of Responsibility,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
요청을 객체로 캡슐화하여 다양한 요청을 가진 클라이언트를 매개변수화할 수 있는 디자인 패턴은 무엇인가요?,"What design pattern encapsulates a request as an object, thereby letting you parameterize clients with different requests?",명령 패턴,Command pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인터프리터 패턴이란 무엇인가요?,What is the Interpreter pattern?,"언어가 주어졌을 때, 해당 언어의 문법에 대한 표현과 그 표현을 사용하여 해당 언어의 문장을 해석하는 해석기를 정의하세요.","Given a language, define a representation for its grammar along with an interpreter that uses the representation to interpret sentences in the language.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
언어에 주어진 디자인 패턴 중 문법에 대한 표현과 해당 표현을 사용하여 해당 언어의 문장을 해석하는 인터프리터를 정의하는 것은 무엇인가요?,"What design pattern, given a language, defines a representation for its grammar along with an interpreter that uses the representation to interpret sentences in the language?",인터프리터 패턴,Interpreter pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
